time,seconds_elapsed,z,y,x,a_mag,t_front_video,t_side_video,front_frame,side_frame,label
1764953421486094800,2.3730947265625,-1.5599258419662714,-4.831418286174536,0.6158917182013393,5.1142246623476435,1.1785,1.2485,35,37,0
1764953421496027000,2.38302685546875,-1.7669623262494802,-3.925339214533567,1.0529560515809804,4.431609217665857,1.188426916859431,1.2584266332332348,36,38,0
1764953421505958100,2.392958251953125,-0.9633397127375006,-2.5974077724963425,0.628011925714463,2.840589642592039,1.1983531016813371,1.2683525344498603,36,38,0
1764953421515890200,2.40289013671875,0.0023971242696046,-1.8521178132265803,0.1604107257791794,1.859052915121293,1.2082797745282594,1.2782789236775582,36,38,0
1764953421525821000,2.412821044921875,0.8000362794578075,-0.811947082003951,-0.4396361566290259,1.2217184874753118,1.2182054713251491,1.288204336883111,37,39,0
1764953421535752000,2.422751953125,1.3799001142054796,0.3224906634122133,-0.9262460266832262,1.6929430749788397,1.2281311681220388,1.2981297500886635,37,39,0
1764953421545684200,2.432684326171875,1.7767945689558982,1.206671791499853,-1.200763005847484,2.46066811026691,1.2380583289939775,1.3080566273274348,37,39,0
1764953421555615000,2.442614990234375,1.944808079622686,1.9035399574279783,-1.3508549292460084,3.0381823309272975,1.2479837817783588,1.3179817965274507,37,40,0
1764953421565546000,2.4525458984375,1.867782999870181,2.443831075721979,-1.3952579884655774,3.3775240214757183,1.257909478575249,1.3279072097330038,38,40,0
1764953421575478000,2.46247802734375,1.427902805352211,2.7799486979484556,-1.1096239144161344,3.316366447816377,1.2678363954346794,1.3378338429662382,38,40,0
1764953421585409000,2.472408935546875,0.6201397310346365,2.7920255047112703,-0.5318878489447757,2.909103708845911,1.277762092231569,1.3477592561717906,38,40,0
1764953421595341000,2.482341064453125,-0.3608864450410008,2.5746342151522636,0.1406500499828718,2.603605731405435,1.2876890090909998,1.3576858894050257,39,41,0
1764953421605272000,2.49227197265625,-1.3091793952941897,2.2516671663999555,0.7711033957663923,2.716349786803778,1.2976147058878893,1.367611302610578,39,41,0
1764953421615202800,2.502202880859375,-1.833363720656931,1.893314331489801,1.3254232586085797,2.9500183905369615,1.307540402684779,1.377536715816131,39,41,0
1764953421625134800,2.512134765625,-1.5556863047003746,1.5315905588418244,1.5755543498612938,2.6922668938893413,1.3174670755317015,1.387463105043829,40,42,0
1764953421635066000,2.522066162109375,-0.6220873579710722,1.096354975259304,1.2945945512332022,1.8069205751238635,1.3273932603536076,1.3973890062604546,40,42,0
1764953421644998100,2.531998046875,0.433294970908761,0.6141898827195167,0.7613936103958636,1.0699037217439171,1.3373199332005303,1.407315395488153,40,42,0
1764953421654929000,2.541928955078125,1.326060095207393,0.1150923600792884,0.2628189060533419,1.356744413966439,1.3472456299974198,1.4172408086937054,40,43,0
1764953421664860000,2.55185986328125,1.9072879117846488,-0.2681219443649053,-0.1197067128737922,1.9297580813658777,1.3571713267943095,1.427166221899258,41,43,0
1764953421674792000,2.5617919921875,2.142114320269227,-0.5540203684389591,-0.5078598710928112,2.2701352335079377,1.3670982436537402,1.4370928551324929,41,43,0
1764953421684723000,2.571722900390625,1.9290870711386203,-0.863410142737627,-0.9893694223333148,2.3336036202544226,1.37702394045063,1.4470182683380457,41,43,0
1764953421694654000,2.581654052734375,1.2951540848121046,-1.1791320426672696,-1.5524999297492206,2.3405197092358576,1.3869498812600276,1.4569439255491343,42,44,0
1764953421704586000,2.5915859375,0.3121443337038159,-1.401042270955443,-2.0195190372139216,2.477662340137741,1.3968765541069503,1.466870314776833,42,44,0
1764953421714517000,2.60151708984375,-0.7437491595685481,-1.3387994575321671,-2.2639611230447887,2.733325221503209,1.4068024949163482,1.4767959719879218,42,44,0
1764953421724449000,2.611448974609375,-1.4337579611212017,-0.9302548969984054,-2.0257798511743546,2.650437712886671,1.4167291677632707,1.4867223612156202,43,45,0
1764953421734380000,2.621380126953125,-1.4251859476089477,-0.4794266074866056,-1.476369753009826,2.107290322862615,1.4266551085726686,1.4966480184267092,43,45,0
1764953421744311000,2.63131103515625,-0.7930740392297506,-0.195322081092,-1.0131737840298565,1.3013985798776946,1.436580805369558,1.506573431632262,43,45,0
1764953421754242800,2.641242919921875,-0.0681926617383957,-0.0261935949206352,-0.6019748730624094,0.606391038298174,1.4465074782164808,1.5164998208599605,43,45,0
1764953421764174000,2.651174072265625,0.3628600832015276,0.1036661261796951,-0.101704854310397,0.3908426577133349,1.4564334190258783,1.5264254780710491,44,46,0
1764953421774106000,2.661106201171875,0.4872893036857247,0.2311269694447517,0.3854951819229871,0.6629306726778227,1.4663603358853092,1.5363521113042835,44,46,0
1764953421784037000,2.671037109375,0.3674629008218645,0.3074497461467981,0.7595303738072514,0.8980204444342752,1.4762860326821987,1.546277524509836,44,46,0
1764953421793967900,2.6809677734375,0.0880237358897924,0.3323714214354753,0.9937439841557294,1.0515446000587596,1.4862114854665804,1.5562026937098523,45,47,0
1764953421803900000,2.69089990234375,-0.205374396289885,0.3026964141398668,0.9079105248518288,0.9788285258007612,1.496138402326011,1.5661293269430872,45,47,0
1764953421813831200,2.7008310546875,-0.3678101068243384,0.3163929310590028,0.6550949437554925,0.8151920919882933,1.5060643431354088,1.576054984154176,45,47,0
1764953421823763000,2.710762939453125,-0.3782084589809179,0.3419838839113712,0.3324131051527336,0.6086814337378045,1.515991015982331,1.5859813733818746,45,48,0
1764953421833694000,2.72069384765625,-0.2421379005417227,0.3050286564797163,-0.006418984213809,0.3895053882950928,1.5259167127792208,1.595906786587427,46,48,0
1764953421843625000,2.730625,-0.0379293331608176,0.2002542767971754,-0.3618111221378668,0.4152682239134683,1.5358426535886187,1.605832443798516,46,48,0
1764953421853557000,2.740556884765625,0.1360734810486435,0.0853717600762844,-0.7443474907878785,0.7614837599748462,1.5457693264355412,1.6157588330262145,46,48,0
1764953421863488000,2.750488037109375,0.2588344760596752,-0.1055944638937711,-1.0962272572264076,1.1313088332936467,1.5556952672449391,1.6256844902373035,47,49,0
